,runtime_minutes,genres,title,foreign_gross,movie,production_budget,domestic_gross_y,worldwide_gross,domestic_success,foreign_success,WW_success
52,95.0,Sci-Fi,Resident Evil: Retribution,197700000.0,Resident Evil: Retribution,65000000.0,42345531.0,240647629.0,0.6514697076923077,3.0415384615384617,3.7022712153846156
53,150.0,Biography,Lincoln,93100000.0,Lincoln,65000000.0,182207973.0,273346281.0,2.8031995846153848,1.4323076923076923,4.2053274
53,150.0,Drama,Lincoln,93100000.0,Lincoln,65000000.0,182207973.0,273346281.0,2.8031995846153848,1.4323076923076923,4.2053274
53,150.0,History,Lincoln,93100000.0,Lincoln,65000000.0,182207973.0,273346281.0,2.8031995846153848,1.4323076923076923,4.2053274
54,98.0,Action,The Croods,400000000.0,The Croods,135000000.0,187168425.0,573068425.0,1.3864327777777778,2.962962962962963,4.244951296296296
54,98.0,Adventure,The Croods,400000000.0,The Croods,135000000.0,187168425.0,573068425.0,1.3864327777777778,2.962962962962963,4.244951296296296
54,98.0,Animation,The Croods,400000000.0,The Croods,135000000.0,187168425.0,573068425.0,1.3864327777777778,2.962962962962963,4.244951296296296
60,97.0,Action,Legend of the Guardians: The Owls of Ga'Hoole,84400000.0,Legend of the Guardians: The Owls of Ga'Hoole,100000000.0,55675313.0,139716717.0,0.55675313,0.844,1.39716717
60,97.0,Adventure,Legend of the Guardians: The Owls of Ga'Hoole,84400000.0,Legend of the Guardians: The Owls of Ga'Hoole,100000000.0,55675313.0,139716717.0,0.55675313,0.844,1.39716717
60,97.0,Animation,Legend of the Guardians: The Owls of Ga'Hoole,84400000.0,Legend of the Guardians: The Owls of Ga'Hoole,100000000.0,55675313.0,139716717.0,0.55675313,0.844,1.39716717
62,103.0,Action,The Expendables,171400000.0,The Expendables,82000000.0,103068524.0,268268174.0,1.2569332195121952,2.0902439024390245,3.2715630975609757
62,103.0,Adventure,The Expendables,171400000.0,The Expendables,82000000.0,103068524.0,268268174.0,1.2569332195121952,2.0902439024390245,3.2715630975609757
62,103.0,Thriller,The Expendables,171400000.0,The Expendables,82000000.0,103068524.0,268268174.0,1.2569332195121952,2.0902439024390245,3.2715630975609757
67,129.0,Action,Sherlock Holmes: A Game of Shadows,358600000.0,Sherlock Holmes: A Game of Shadows,125000000.0,186848418.0,535663443.0,1.494787344,2.8688,4.285307544
67,129.0,Adventure,Sherlock Holmes: A Game of Shadows,358600000.0,Sherlock Holmes: A Game of Shadows,125000000.0,186848418.0,535663443.0,1.494787344,2.8688,4.285307544
67,129.0,Crime,Sherlock Holmes: A Game of Shadows,358600000.0,Sherlock Holmes: A Game of Shadows,125000000.0,186848418.0,535663443.0,1.494787344,2.8688,4.285307544
69,118.0,Action,The Book of Eli,62300000.0,The Book of Eli,80000000.0,94835059.0,158750817.0,1.1854382375,0.77875,1.9843852125
69,118.0,Adventure,The Book of Eli,62300000.0,The Book of Eli,80000000.0,94835059.0,158750817.0,1.1854382375,0.77875,1.9843852125
69,118.0,Drama,The Book of Eli,62300000.0,The Book of Eli,80000000.0,94835059.0,158750817.0,1.1854382375,0.77875,1.9843852125
72,115.0,Action,Escape Plan,112200000.0,Escape Plan,70000000.0,25135965.0,103735965.0,0.35908521428571427,1.6028571428571428,1.4819423571428572
72,115.0,Crime,Escape Plan,112200000.0,Escape Plan,70000000.0,25135965.0,103735965.0,0.35908521428571427,1.6028571428571428,1.4819423571428572
72,115.0,Mystery,Escape Plan,112200000.0,Escape Plan,70000000.0,25135965.0,103735965.0,0.35908521428571427,1.6028571428571428,1.4819423571428572
74,102.0,Action,The Watch,32900000.0,The Watch,55000000.0,34353000.0,67130045.0,0.6246,0.5981818181818181,1.2205462727272727
74,102.0,Comedy,The Watch,32900000.0,The Watch,55000000.0,34353000.0,67130045.0,0.6246,0.5981818181818181,1.2205462727272727
74,102.0,Horror,The Watch,32900000.0,The Watch,55000000.0,34353000.0,67130045.0,0.6246,0.5981818181818181,1.2205462727272727
75,136.0,Action,Pirates of the Caribbean: On Stranger Tides,804600000.0,Pirates of the Caribbean: On Stranger Tides,410600000.0,241063875.0,1045663875.0,0.5871014978080857,1.9595713589868484,2.546672856794934
75,136.0,Adventure,Pirates of the Caribbean: On Stranger Tides,804600000.0,Pirates of the Caribbean: On Stranger Tides,410600000.0,241063875.0,1045663875.0,0.5871014978080857,1.9595713589868484,2.546672856794934
75,136.0,Fantasy,Pirates of the Caribbean: On Stranger Tides,804600000.0,Pirates of the Caribbean: On Stranger Tides,410600000.0,241063875.0,1045663875.0,0.5871014978080857,1.9595713589868484,2.546672856794934
76,95.0,Animation,Despicable Me,291600000.0,Despicable Me,69000000.0,251513985.0,543464573.0,3.6451302173913045,4.226086956521739,7.87629815942029
76,95.0,Comedy,Despicable Me,291600000.0,Despicable Me,69000000.0,251513985.0,543464573.0,3.6451302173913045,4.226086956521739,7.87629815942029
